,rcdts,total_incidents
8398,400560010261001,27.0
1059,150162990252341,24.0
8409,400560090261002,33.0
4313,150162990252878,16.0
6186,050160150042003,25.0
92,040042000262001,0.0
6731,080891450222003,15.0
5401,410570020262008,7.0
1790,280880010262001,0.0
502,070161220022004,7.0
8729,500821180022001,29.0
2263,390550610252034,910.0
8057,310453020262008,0.0
8664,490810400221004,137.0
5756,510840080261001,0.0
3102,040042000262004,0.0
53,030110080261005,46.0
4968,310451010222003,0.0
5301,350500790042001,1.0
814,120400010261003,15.0
3164,041013210262002,0.0
7770,211000010262004,6.0
700,080432110261001,0.0
11,010011720222016,9.0
1504,190220930041004,50.0
1337,170534260042001,0.0
3418,060160970021003,34.0
2881,15016299025109C,149.0
4243,150162990252622,77.0
493,070161170022004,7.0
6605,070161440022007,0.0
4820,260290030261001,8.0
7057,150162990252257,2.0
2828,560991220022015,1.0
6416,060160910022004,0.0
5092,320461110252009,0.0
2809,560990900022001,13.0
1759,280060170042001,4.0
3237,050160340042005,0.0
5502,440631580222007,0.0
4248,15016299025263C,15.0
231,050160360021005,3.0
5335,390550020262003,2.0
3381,060160870022008,18.0
8099,320460020262003,15.0
5568,470980050262008,26.0
1126,150162990252437,5.0
1735,260290660251002,153.0
1592,190222050261002,24.0
8036,310453000262012,29.0
5965,56099201U262008,14.0
1648,210281880261001,0.0
1303,160194270262008,0.0
3809,110230950252003,0.0
9012,560992020222017,3.0
7537,190220330022002,2.0
6764,090100070262006,0.0
4516,190220330021006,73.0
8844,530901080021012,53.0
8362,390550090261001,20.0
673,070161700022001,133.0
2342,410570100262022,10.0
7650,190222030261011,32.0
3330,050160650042009,2.0
7553,190220440022010,2.0
6992,150162990252158,17.0
5603,480721500252040,2.0
7027,150162990252212,1.0
317,050160650042004,10.0
4061,150162990252285,21.0
8272,340491120021002,7.0
8196,340490600261004,249.0
8070,310453030262012,7.0
7900,280880010261001,0.0
6790,090270100262004,0.0
6892,130580100042003,0.0
2613,500821180022007,0.0
5260,340491160261003,442.0
157,041013230262003,0.0
3074,030262010261001,16.0
1947,310453020262010,11.0
6203,050160210042003,0.0
4535,190220440022012,0.0
7542,190220340022001,0.0
3877,130580070042001,0.0
8514,440630470042009,10.0
2761,540920020262001,129.0
6288,050160540042027,2.0
3212,050160250022016,0.0
4598,190221810041002,15.0
4459,170640050262016,13.0
4281,150162990252802,58.0
8434,410570070262005,20.0
5448,410570120261003,27.0
1025,150162990252281,37.0
8937,560990860052007,23.0
4123,150162990252374,33.0
1604,200300070261001,92.0
159,050160150041011,2.0
8857,530907020261001,0.0
1112,150162990252413,22.0
3127,041012050251009,730.0
3071,030250400262008,0.0
4476,170640870252012,17.0
6612,070161460041001,93.0
9020,56099209U262003,0.0
4430,170540270021001,0.0
2231,350504250262001,0.0
6107,040041000262008,77.0
4965,310450460222055,6.0
4946,310450460222028,1.0
6788,090270050262004,8.0
8073,310453040261002,12.0
4531,190220440022001,0.0
1954,310453030262006,3.0
1271,150162990252937,18.0
3123,041011400042002,25.0
6324,050160630022006,7.0
478,070161090022002,4.0
789,110230950251001,172.0
294,050160620042004,0.0
891,150162990252072,104.0
2703,530900510022004,0.0
2498,480721500252010,89.0
4787,240470880262003,14.0
6620,070161480021002,55.0
43,030030020261002,48.0
6345,050160650042019,2.0
9004,560992020222009,17.0
5283,340492200262003,2.0
8386,390740570261001,3.0
1310,160194280262011,50.0
7051,150162990252249,1.0
4354,150162990252954,3.0
6083,030250500261001,2.0
6529,070161220022004,9.0
3848,130140030262006,5.0
8749,500821870262009,13.0
1480,190220600022001,2.0
1771,280063400262005,0.0
778,110213020262001,4.0
8771,51084003A261002,33.0
5734,500821890222054,43.0
102,041011220222011,47.0
7060,150162990252260,15.0
4910,300910170222002,0.0
3277,050160540042027,2.0
6567,070161300022019,4.0
3512,070161220021005,143.0
1262,150162990252922,33.0
1643,210281150042001,0.0
8401,400560020261001,0.0
196,050160250022002,0.0
887,150162990252067,3.0
5621,480723230262003,4.0
5713,500821190022001,413.0
7177,150162990252426,11.0
2064,340490410042004,11.0
662,070161630022007,14.0
6665,070161580022006,15.0
2278,400421000262006,1.0
3439,060160990022008,12.0
2114,340490720022001,0.0
5928,560990920021001,1.0
1855,310450460222026,0.0
3077,030262020262001,0.0
2773,540921180242005,93.0
802,110870210262002,1.0
3022,010050010262002,3.0
3361,060160800021001,6.0
7615,190221800041001,27.0
3507,070161170022004,2.0
4593,190220930042009,21.0
605,070161490022002,5.0
4400,160194300262006,0.0
2640,500821890222056,40.0
551,070161350022008,2.0
1180,150162990252542,36.0
7802,240322010042005,3.0
7556,190220450021006,67.0
6526,070161220022001,2.0
1372,170640050262013,8.0
1030,150162990252289,4.0
3696,070161710021001,3.0
1923,310453000262009,15.0
5190,340490600262021,12.0
8761,500821960261001,179.0
3906,150162990252053,4.0
3193,050160210042004,0.0
5716,500821600042002,0.0
3823,110870210262002,0.0
2241,390550020262003,1.0
7717,200830020262002,0.0
3447,060161000022001,0.0
440,060161000022007,0.0
2581,500820300032001,0.0
8090,320380100261001,18.0
1252,150162990252908,81.0
4368,15016900025201C,97.0
2569,490812000262003,28.0
6839,120130100262001,4.0
6137,041012050251008,1040.0
4006,150162990252204,23.0
3771,090101970042001,0.0
7210,150162990252476,10.0
8013,310451310222004,63.0
932,150162990252132,20.0
7133,15016299025236C,226.0
5367,400070400262001,13.0
8323,350500790042001,0.0
6209,050160210042013,0.0
5204,340490720022001,0.0
5726,500821870262010,217.0
5659,490810410252017,44.0
1999,320460610022003,82.0
6076,030250100262002,4.0
1553,190222030262006,0.0
851,130411780042002,0.0
2319,410570070262007,19.0
1366,170640050262005,27.0
8289,340491160262007,0.0
1362,170640050261005,59.0
3030,010690110262003,0.0
6918,150162990252048,1.0
256,050160540042009,0.0
7407,160194280262006,8.0
6303,050160590042003,0.0
2724,530901080022012,0.0
5374,400421000262007,0.0
3205,050160250021014,0.0
1596,190222050262004,0.0
2376,440630180042001,7.0
6688,070161630022002,129.0
7974,310450460222037,1.0
8787,510840140262003,39.0
2533,480723280032001,14.0
842,130410060042001,26.0
8204,340490600262010,1.0
4407,170200150262005,0.0
500,070161220022002,18.0
3619,070161490022002,7.0
7017,150162990252198,2.0
3217,050160270021005,2.0
7551,190220440022005,0.0
2403,440631580222003,0.0
543,070161320022003,2.0
6916,15016299025111C,78.0
356,060160830022002,6.0
195,050160250021015,18.0
6721,080431190222002,7.0
8063,310453030262002,0.0
4785,240470880261001,75.0
3983,150162990252172,3.0
1979,320380100262002,20.0
3874,130413180272001,0.0
4409,170200180262005,31.0
2478,470980130021004,0.0
3556,070161320022002,27.0
1047,150162990252317,88.0
2713,530900860022005,49.0
4853,280061030222001,9.0
6820,110230060261001,2.0
1389,170640870252006,27.0
1598,190222050262006,0.0
3931,150162990252093,14.0
7218,150162990252487,8.0
9017,56099207U262003,0.0
3676,070161630022007,8.0
4145,150162990252403,25.0
8741,500821750021001,50.0
7071,150162990252276,0.0
5781,510841860252024,0.0
8241,340490790022001,29.0
1486,190220620022002,15.0
2601,500821100042002,12.0
2545,490810400222007,6.0
1802,300391400042001,0.0
3812,110703000262001,8.0
2347,410570110262010,10.0
804,120130100262001,1.0
9039,56099365U262015,4.0
7255,150162990252618,8.0
6846,120170020262007,0.0
4120,150162990252371,16.0
3557,070161320022003,0.0
5008,310453000261008,139.0
7582,190220600021001,3.0
5203,340490700022007,0.0
6321,050160620042011,0.0
2686,510841860252035,39.0
945,150162990252150,35.0
5114,330482760262002,0.0
3466,060161030022006,0.0
8117,320461110252013,35.0
911,150162990252101,14.0
1125,150162990252436,21.0
3378,060160870021006,4.0
6669,070161590022004,12.0
3056,030110030261005,78.0
1063,150162990252349,10.0
659,070161630021010,301.0
5274,340491870262002,16.0
4066,150162990252292,7.0
3169,041013230262005,5.0
3121,041011400041001,59.0
4375,160194240262005,0.0
5526,450791320262002,56.0
7055,150162990252255,24.0
3657,070161590022006,13.0
1282,150162990252960,28.0
2352,410570110262030,63.0
5180,340490600262008,0.0
3037,010691170222008,7.0
3428,060160980021004,21.0
8319,350500440021005,49.0
6410,060160900021002,0.0
3323,050160640042011,3.0
4550,190220580021014,17.0
613,070161510021001,0.0
1788,280372300262001,7.0
8066,310453030262006,1.0
4841,260621700262003,29.0
3395,060160890022007,0.0
792,110703000261001,61.0
8294,340491180262007,0.0
6031,010050010261002,62.0
3297,050160590042016,3.0
1293,160194240262004,1.0
5889,56099030C042003,0.0
7109,150162990252337,1.0
6338,050160650041012,12.0
2140,340490960042002,1.0
2774,540921180242010,36.0
1332,170530080262006,0.0
8287,340491160262005,22.0
1677,211000050261001,20.0
4880,280881000261001,1.0
7153,150162990252395,11.0
5755,510840050262006,11.0
7231,150162990252503,17.0
6182,050160150041014,46.0
3758,090101160222012,99.0
420,060160980022003,4.0
5607,480722650261001,25.0
6654,070161540022002,0.0
8644,480723230262002,3.0
4944,310450460222026,5.0
8137,330664040261001,27.0
5278,34049187026203C,20.0
5886,560990170022003,6.0
1541,190222010262001,12.0
3699,070161940021001,309.0
4377,160194250262002,6.0
625,070161530022002,33.0
2000,320461110251008,378.0
8142,330942380262001,6.0
2889,15016299025226C,6.0
3561,070161350021006,30.0
930,150162990252129,15.0
3978,150162990252159,4.0
5205,340490730041001,3.0
7744,210280470042001,3.0
1543,190222020261002,25.0
475,070161080022001,0.0
6953,150162990252101,15.0
7489,170640190262002,0.0
1148,150162990252474,12.0
8804,510841860252022,0.0
4687,200240010262004,11.0
7161,150162990252404,1.0
2609,500821180022001,0.0
6399,060160880022006,5.0
1678,211000050262001,4.0
3293,050160590042006,0.0
5387,400560090261002,8.0
7355,150162990252924,9.0
1919,310453000261008,161.0
3973,150162990252150,59.0
2563,490810410252017,45.0
3525,070161240022003,0.0
6516,07016113A022004,7.0
1636,200970050262005,0.0
8770,510840010262001,0.0
1280,150162990252958,17.0
4182,150162990252459,10.0
2892,15016299025230C,205.0
3734,090100040261003,2.0
6660,070161570021001,109.0
2459,470712310042001,0.0
8796,510841860252012,0.0
1239,150162990252886,11.0
2878,15016299025049C,0.0
6641,070161510022002,0.0
8374,390550610252016,85.0
2460,470712310042003,0.0
4653,190222040261007,69.0
5484,440630470042001,15.0
2485,480720630021001,55.0
6422,060160940022001,38.0
6465,060161000022008,1.0
6095,030680030261002,55.0
5899,56099033C042008,6.0
4197,150162990252478,25.0
8999,560992020222004,6.0
7330,150162990252886,14.0
5742,510652130261001,7.0
7200,150162990252461,1.0
1206,150162990252775,0.0
4701,200830040261002,40.0
2835,560991610022003,1.0
3762,090101370022001,99.0
5515,450670030261001,3.0
2306,410570020262008,4.0
8277,340491120022006,1.0
1287,150162990252966,26.0
4341,150162990252926,6.0
7374,150162990252961,11.0
7837,260290010261001,0.0
4706,200933480262005,74.0
4481,190220040021009,59.0
266,050160540042027,1.0
3009,010010020262002,6.0
1906,310451310222008,5.0
999,150162990252240,0.0
118,041012050251008,1091.0
268,050160540042029,0.0
6134,041011400042002,36.0
2439,470521700222004,53.0
5872,540921180241020,460.0
234,050160360022003,0.0
835,130140630022001,0.0
6013,56099365U262014,17.0
8106,320460530022003,0.0
5212,340490750021004,32.0
2442,470522710262005,0.0
1108,150162990252406,4.0
7411,160194280262011,6.0
2582,500820400262002,0.0
7636,190222000262010,38.0
3043,010750100262010,28.0
4870,280372280262004,11.0
3559,070161350021004,27.0
3026,010092620262001,0.0
3334,050160650042019,3.0
3258,050160540041018,0.0
1022,150162990252275,19.0
6473,060161020022003,0.0
1477,190220580022013,0.0
8647,480723230262005,42.0
6805,110180030262002,1.0
1551,190222030262004,0.0
8054,310453010262007,18.0
7544,190220410021009,56.0
100,041011220222008,43.0
3996,150162990252190,10.0
5282,340492200262002,0.0
4424,170534290042004,20.0
3227,050160300022002,2.0
8645,480723230262003,25.0
4445,170640050261004,163.0
2854,560992020222011,13.0
7077,150162990252288,1.0
4704,200933480261003,95.0
2343,410570100262023,0.0
3406,060160925021001,50.0
74,030680020262003,0.0
905,150162990252094,21.0
616,070161510022006,0.0
2607,500821180021012,8.0
8118,320461110252015,81.0
1,010010020262002,16.0
7215,150162990252480,4.0
304,050160630022010,1.0
6531,070161230022003,4.0
3160,041013200262003,3.0
4304,150162990252856,0.0
4224,150162990252514,9.0
708,080891450222017,115.0
3072,030250500261001,7.0
7139,150162990252375,15.0
6310,050160590042019,2.0
8730,500821180022004,30.0
2708,530900850022001,3.0
8060,310453030261011,26.0
1439,190220340022001,0.0
7573,190220580022003,12.0
5811,530900860022001,0.0
1011,150162990252258,7.0
7074,150162990252283,1.0
4259,150162990252724,1.0
8991,560992020221002,33.0
1306,160194280262006,13.0
4873,280372290262002,0.0
5701,500821150022001,35.0
2016,330482050262015,29.0
2653,510840050262004,11.0
5473,440630190242001,11.0
6463,060161000022006,0.0
1897,310451290222015,15.0
757,090101970042001,0.0
3859,130410010262002,5.0
8802,510841860252020,0.0
6175,041013210262002,1.0
7498,190220020022005,4.0
2549,490810400222017,53.0
1560,190222030262016,1.0
1464,190220530021001,1.0
1785,280372290262004,3.0
7714,200760010262002,10.0
2223,350501700042001,1.0
3844,130140010261001,37.0
7100,150162990252321,1.0
5520,450670050261001,14.0
6063,030030020262003,8.0
8940,560990860052015,32.0
3566,070161350022010,1.0
6219,050160250022004,3.0
3955,150162990252127,20.0
3916,15016299025206C,0.0
6275,050160540042006,1.0
1741,260343170041006,15.0
8214,340490650022006,0.0
4889,300390950022008,40.0
7480,170640050262018,1.0
4847,260850050262004,39.0
7272,15016299025270C,10.0
8942,560990860052022,21.0
7253,15016299025260C,0.0
5493,440630500261002,412.0
3477,060161070022002,2.0
5422,410570080262007,31.0
5850,531020210262003,7.0
4734,210281960261001,3.0
7783,211000050262006,62.0
3129,041012050252014,151.0
4366,150162990252969,2.0
6587,070161400022006,4.0
5121,330942380262002,3.0
7000,150162990252175,173.0
4801,240473080261005,197.0
8736,500821180022013,8.0
7450,170540270022003,0.0
2908,15016299025255C,9.0
8055,310453020261001,34.0
3321,050160640042004,4.0
608,070161490022009,2.0
5290,34049901025201C,0.0
4552,190220580022001,0.0
3162,041013200262005,20.0
6199,050160150042023,31.0
5589,480721500251003,270.0
1942,310453010262007,0.0
309,050160640042001,6.0
1045,150162990252315,8.0
3552,070161300022012,14.0
257,050160540042010,0.0
7946,310450460221008,189.0
6604,070161440022005,0.0
8658,490810370021002,72.0
8059,310453020262010,2.0
5277,34049187026202C,51.0
7173,15016299025241C,18.0
745,090101160222013,54.0
281,050160590042003,0.0
486,070161110022006,0.0
7490,170640870251002,245.0
3316,050160630022011,1.0
1478,190220580022014,0.0
9033,56099365U262008,40.0
5013,310453000262010,5.0
4185,150162990252461,1.0
7591,190220630022002,9.0
7957,310450460222015,18.0
2327,410570080262007,24.0
1978,320380100261001,38.0
760,090270050262004,4.0
1602,200240010262001,31.0
8438,410570070262009,7.0
7875,280061150021001,59.0
5935,560991220021005,37.0
1764,280061030222001,12.0
2754,531021400261002,18.0
4136,150162990252392,47.0
3986,150162990252177,7.0
2243,390550030262004,14.0
7704,190222050262008,1.0
3902,150162990252046,26.0
5411,410570070262004,1.0
4139,150162990252396,5.0
1454,190220450021007,64.0
6254,050160360022001,0.0
5885,560990170022002,20.0
6701,070161700022001,45.0
5423,410570080262009,0.0
5435,410570100262014,31.0
1891,310451290222007,35.0
4413,170530080261001,27.0
5194,340490670052001,0.0
7299,150162990252806,24.0
3673,070161630021010,188.0
875,130950490042002,12.0
1548,190222030261013,26.0
3093,040041000262003,17.0
7309,150162990252829,2.0
3763,090101370022002,52.0
539,070161300022018,13.0
3549,070161300022008,6.0
7204,150162990252468,5.0
4367,150162990252970,56.0
788,110230060262003,0.0
1484,190220610022002,0.0
3249,050160380022001,0.0
1329,170530080261001,10.0
4610,190222000261020,234.0
1738,260290660252009,0.0
622,070161525022001,20.0
7608,190220930042001,0.0
3163,041013210261001,0.0
1050,150162990252323,55.0
6207,050160210042010,0.0
3963,150162990252136,32.0
2331,410570090262012,3.0
435,060161000021003,17.0
3080,030262040262001,0.0
4668,190222040262020,19.0
8019,310451310222010,30.0
2794,560990860052003,0.0
4379,160194270261002,73.0
2616,500821180022013,8.0
7821,240473080261004,118.0
7545,190220410022001,0.0
7094,150162990252313,13.0
3116,041011310042002,5.0
5122,330942380262005,41.0
166,050160150042005,3.0
2877,11087005A262003,2.0
2080,340490560022003,6.0
4529,190220410022004,2.0
8421,410570020262004,11.0
5102,330362350262001,17.0
3345,050160680022005,0.0
4793,240471150262004,13.0
1833,310450460221006,438.0
8155,340490060021001,79.0
7334,150162990252895,7.0
7430,17053006J262005,0.0
7999,310451290221006,46.0
5763,510840140262003,59.0
4578,190220680022002,13.0
2826,560991220022013,3.0
5816,530900860022010,3.0
1774,280372230262002,13.0
2945,31045300026201C,8.0
4564,190220600022001,0.0
3623,070161490022010,15.0
8470,410570110262030,48.0
6061,030030010262001,3.0
406,060160960022005,0.0
2191,340492200262003,0.0
